Type,ID,Text,Keywords
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,37,"reflect on and articulate: any issues they had in beginning the assignment; what they found most interesting or surprising; their “aha moment”; how the completion of the assignment added to their understanding of the topic, etc. developing students’ metacognitive skills by requiring them to self-regulate and self-explain their solution process may mitigate their use of ai-generated responses. self-evidently, it is much more difficult for students","artificialintelligence, assignment, solution, student, topic"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,38,"process may mitigate their use of ai-generated responses. self-evidently, it is much more difficult for students to explain their problem-solving process when they didn’t actually solve the problem! if student uses generative ai in some aspect of the solution, the requirement that they document their thought processes will force them to engage bit deeper with certain aspects of the problem and the learning process overall.","artificialintelligence, engage, generative, learn, problem, solution, solve, student"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,39,"them to engage bit deeper with certain aspects of the problem and the learning process overall. frequent low-stakes, in-class quizzes regardless of your assignment types (psets, weekly papers, reading reflections, coding), consider adding weekly, low-stakes, in-class quizzes that ask them to solve close variant of one or two of the pset questions from the week and/or previous week; reflect on and/or summarize discussion from previous","assignment, class, engage, learn, problem, quizzes, solve"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,40,"the pset questions from the week and/or previous week; reflect on and/or summarize discussion from previous class. frequent, low-stakes quizzing allows students to practice retrieval key component of the learning process, and if the quizzes pull questions from previous weeks, it can further develop students’ ability to retrieve and apply recently learned concepts and skills. see tll’s how to teach pages for additional information on","class, concept, learn, practice, quizzes, student, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,41,"apply recently learned concepts and skills. see tll’s how to teach pages for additional information on retrieval and spaced interleaved practices. if you use this strategy, you’ll want to: be explicit with students about what you are doing and why. include follow-up questions from the previous section of the course (above) in your pset to encourage students to reflect on the problem-solving process. during the","concept, learn, practice, problem, solve, strategy, student, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,42,"course (above) in your pset to encourage students to reflect on the problem-solving process. during the first few weeks of the semester, model the type of reflective and engaged responses that you are looking for on the quizzes. reconsider how you allocate points for the various assignments in your subject. with the addition of weekly, in-class quizzes you may want to decrease point value and/or","assignment, class, engage, problem, quizzes, solve, student"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,43,"subject. with the addition of weekly, in-class quizzes you may want to decrease point value and/or the grading time required for other assignments. leveraging genai as noted in the refine your goals for learning section, the affordances of genai may allow you to better support students’ development of higher-order, more complex skills like synthesis, analysis, and creation. in their paper, mollick and mollick offer detailed","assignment, class, development, genai, goal, learn, leverage, quizzes, student"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,44,"more complex skills like synthesis, analysis, and creation. in their paper, mollick and mollick offer detailed descriptions of ways to leverage programs like chatgpt in student assignments. they suggest that …ai can be used to overcome three barriers to learning in the classroom: improving transfer breaking the illusion of explanatory depth and training students to critically evaluate explanations .” (mollick mollick, 2022). in line with","artificialintelligence, assignment, chatgpt, classroom, learn, leverage, program, student"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,45,"explanatory depth and training students to critically evaluate explanations .” (mollick mollick, 2022). in line with the mollicks, lucinda mcknight, senior lecturer in pedagogy and curriculum at deakin university, offers several suggestions for incorporating genai into student assignments to support deeper and more robust learning, including: use ai writers as researchers. they can research topic exhaustively in seconds and compile text for review, along with","artificialintelligence, assignment, genai, learn, research, review, student, topic, university, writers"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,46,"as researchers. they can research topic exhaustively in seconds and compile text for review, along with (real hallucinated) references for students to follow up. this material can then inform original and carefully referenced student writing. use ai writers to produce text on given topic for critique. design assessment tasks that involve this efficient use of ai writers, then [ask students to provide] critical annotation of","artificialintelligence, assessment, design, research, review, student, topic, write, writers"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,47,"that involve this efficient use of ai writers, then [ask students to provide] critical annotation of the text that is produced. use different ai writers to produce different versions of text on the same topic to compare and evaluate. use and attribute ai writers for routine text, for example, blog content. use discrimination to work out where and why ai text, human text, or hybrid","artificialintelligence, discrimination, human, hybrid, student, topic, writers"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,48,"blog content. use discrimination to work out where and why ai text, human text, or hybrid text are appropriate and give accounts of this thinking. research and establish the specific affordances of ai-based content generators for your discipline. for example, how might it be useful to be able to produce text in multiple languages in seconds? or create text optimized for search engines? explore different","artificialintelligence, create, discrimination, human, hybrid, research"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,49,produce text in multiple languages in seconds? or create text optimized for search engines? explore different ways ai writers and their input can be acknowledged and attributed ethically and appropriately in your discipline. model effective note-making and record-keeping. use formative assessment that explicitly involves discussion of the role of ai in given tasks. discuss how ai could lead to various forms of plagiarism and how,"artificialintelligence, assessment, create, record, writers"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,50,"ai in given tasks. discuss how ai could lead to various forms of plagiarism and how to avoid this. (mcknight, 2022). whether or not you explicitly incorporate generative ai into all your assignments (or subset of your assignments), make sure to stress that it doesn’t always produce correct answers and provide examples. underscore that genai output requires reflection and input from humans. many of the","artificialintelligence, assignment, genai, generative, human"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,51,"and provide examples. underscore that genai output requires reflection and input from humans. many of the resources included at the end of this section provide examples of redesigned assignments from wide range of disciplines that leverage or mitigate the use of gai. staff from the teaching learning lab are available to help you revise your assignments and assessments. resources updated april, 2025 expert v. novice","assessment, assignment, gai, genai, human, learn, leverage, resource, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,52,"available to help you revise your assignments and assessments. resources updated april, 2025 expert v. novice learners hardiman, p.t., dufresne, r. mestre, j.p. (1989). the relation between problem categorization and problem solving among experts and novices memory cognition 17, 627–638. larkin, j., mcdermott, j., simon, d.p., simon, h. (1980). expert and novice performance in solving physics problems. science 208(4450). pp. 1335-1342. polya, g., conway, j.","assessment, assignment, problem, resource, science, solve"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,53,"expert and novice performance in solving physics problems. science 208(4450). pp. 1335-1342. polya, g., conway, j. h. (2014). how to solve it: new aspect of mathematical method princeton university press. wankat, p.c., and f.s. oreovicz (2015). problem solving creativity in teaching engineering second edition (pp. 93-115). purdue university press. (open access edition) assignments for information on developing psets that incorporate genai, see our post: rethinking","assignment, engineer, genai, open, problem, science, solve, teach, university"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,54,"(open access edition) assignments for information on developing psets that incorporate genai, see our post: rethinking your problem sets in the world of generative ai mollick, ethan r. and mollick, lilach, assigning ai: seven approaches for students, with prompts (june 12, 2023). available at ssrn: or mollick, ethan r. and mollick, lilach, new modes of learning enabled by ai chatbots: three methods and assignments (december","artificialintelligence, assignment, chatbots, genai, generative, learn, open, problem, prompt, student, world"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,55,"and mollick, lilach, new modes of learning enabled by ai chatbots: three methods and assignments (december 13, 2022). available at ssrn: or for additional ideas for rethinking assignments, see appendices b-f of cornell’s committee report: generative artificial intelligence for education and pedagogy appendix b: courses that develop writing as skill appendix c: creative courses for music, literature, and art appendix d: courses in social sciences","appendix, artificialintelligence, assignment, chatbots, committee, education, generative, idea, learn, science, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,56,"skill appendix c: creative courses for music, literature, and art appendix d: courses in social sciences appendix e: mathematics, physical sciences, and engineering appendix f: courses in programming course format if you are committed to limiting students’ use of genai in your subject, you may want consider how change in its format and/or structure of might impact students’ use of genai. take fresh look at","appendix, engineer, genai, impact, science, student"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,57,"in its format and/or structure of might impact students’ use of genai. take fresh look at blended learning (bl). in bl, students generally view recordings of lectures and/or engage with pre-class readings to gain basic understanding of relevant topics (this is the “information-delivery” component of the class). they then engage in active problem solving (information retrieval and application and knowledge creation) during class time. depending","blend, class, engage, genai, impact, learn, problem, record, solve, student, topic"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,58,"engage in active problem solving (information retrieval and application and knowledge creation) during class time. depending on the subject (topic, level, etc.), you may be able to restrict students’ use of computers during class to ensure that they are engaging in traditional problem solving as they grapple with key problems from the week’s material. additionally, even if students are required to use particular software or","class, computer, engage, level, problem, solve, student, topic"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,59,"problems from the week’s material. additionally, even if students are required to use particular software or applications you can monitor their use during class time. teaching learning lab staff are available to help you implement blended learning in your courses. additional resources are provided below. professors wolfgang ketterle and lorna gibson describe their uses of flipped classrooms (blended learning) to better support learning and engage","blend, class, engage, learn, problem, professor, resource, student, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,60,"lorna gibson describe their uses of flipped classrooms (blended learning) to better support learning and engage students. the blended learning section of the report of the ric16 ad hoc committee: leveraging best practices from remote teaching for on-campus education dealing with the lack of student engagement in lectures richard de neufville, mit faculty newsletter january-april 2023, vol. xxxv no. blended learning center for teaching learning","blend, campus, committee, education, engage, faculty, learn, leverage, practice, student, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,61,"de neufville, mit faculty newsletter january-april 2023, vol. xxxv no. blended learning center for teaching learning at columbia freeman s, haak d, wenderoth mp. increased course structure improves performance in introductory biology. cbe life sciences education 2011 summer;10(2):175-86. doi: 10.1187/cbe.10-08-0105. pmid: 21633066; pmcid: pmc3105924. if you use this approach make sure that you can accommodate students who require the use of computers, and/or specific software,","blend, computer, education, faculty, learn, science, student, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,62,"make sure that you can accommodate students who require the use of computers, and/or specific software, etc. reach out to disability and access services (das) for guidance. equity currently, openai’s chatgpt-3.5 is open-access and free but more prone to producing incorrect (“hallucinated”) responses. chatgpt-4 is much “better” than chatgpt-3.5 but costs $20/month. bing, microsoft’s version, has comparable capability to chatgpt-4 and is “free” but requires","chatgpt, computer, guidance, open, student"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,63,"but costs $20/month. bing, microsoft’s version, has comparable capability to chatgpt-4 and is “free” but requires microsoft account and must be used in the microsoft edge browser. without some planning on your part, some students in your class will have access to chatgpt-4, while others may only have chatgpt-3.5 or bing. see the assessments assignments section for ideas for more equitable incorporation of genai in","assessment, assignment, chatgpt, class, genai, idea, student"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,64,"or bing. see the assessments assignments section for ideas for more equitable incorporation of genai in your subjects. accessibility concerning accessibility, writing in wired, pia ceres writes, “completely barring chatgpt from classrooms, tempting as that may be, could introduce host of new problems. torrey trust at the university of massachusetts amherst studies how teachers use technology to reshape learning. she points out that reverting to","accessibility, assessment, assignment, chatgpt, genai, idea, learn, problem, technology, university, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,65,"massachusetts amherst studies how teachers use technology to reshape learning. she points out that reverting to analog forms of assessment, like oral exams, can put students with disabilities at disadvantage.” (ceres, 2023) see the transparency in learning and teaching project for additional resources for developing transparent and equitable assignments and assessments or contact mit’s disability and access services (das) student privacy if you would like","assessment, assignment, learn, privacy, project, resource, student, teach, technology, transparency"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,66,"and assessments or contact mit’s disability and access services (das) student privacy if you would like students to engage with ai-generated content in your subjects, consider student privacy issues (e.g., chatgpt is an open-access tool, not supported by is&t and not subject to mit’s student data safeguards), as well as the ethics of mandating that students use the tool. read and encourage all students to","artificialintelligence, assessment, chatgpt, data, engage, ethic, open, privacy, student, tool"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,67,"as the ethics of mandating that students use the tool. read and encourage all students to read chatgpt’s privacy policy, which states that data collected by chatgpt can be shared with third-party vendors, law enforcement, affiliates, and other users, and the terms of use, which states that “you must be 18 years or older and able to form binding contract with openai to use the","chatgpt, contract, data, ethic, law, openai, policy, privacy, student, tool"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,68,"be 18 years or older and able to form binding contract with openai to use the services” (i.e., students under 18 years old should not be asked to use the tool.) users can request to delete their chatgpt account, but all prompts and inputs to the site cannot be removed. writing in her blog, jill walker rettberg, professor of digital culture at the university of","chatgpt, contract, digital, openai, professor, prompt, student, tool, university, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,69,"removed. writing in her blog, jill walker rettberg, professor of digital culture at the university of bergen in norway, notes, “openai knows my email and the country am connecting from, so they can assume my judgements [sic] about how chatgpt responds to me align with “norwegian values.” openai also knows what device, browser and operating system am using, which can be proxy for class and","chatgpt, class, digital, openai, professor, system, university, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,70,"knows what device, browser and operating system am using, which can be proxy for class and socio-economic status.” (rettberg, 2022) to address data privacy concerns, consider ways that students can use ai-generated content without generating it themselves (e.g., you or ta volunteer could enter questions/prompts as specified by students and share them for use in the assignment). for additional guidance re student privacy and gai","artificialintelligence, assignment, class, data, gai, guidance, privacy, prompt, student, system"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,71,"and share them for use in the assignment). for additional guidance re student privacy and gai use, see mit sloan’s generative ai for teaching learning resources hub teaching learning lab staff are available to help you address these concerns. mit resources and support staff from tll and open learning-residential are available to facilitate discussions within mit dlcs on the topic of teaching with genai mit","artificialintelligence, assignment, gai, genai, generative, guidance, learn, open, privacy, resource, student, teach, topic"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,72,"are available to facilitate discussions within mit dlcs on the topic of teaching with genai mit community members can email ai-teaching@mit.edu to arrange session. if you’d like to facilitate your own discussion customizable slide deck is available here [you will be prompted to make copy.] sloan teaching learning with generative ai hub advice concerning the increase in ai-assisted writin profs. ed schiappa and nicholas montfort,","advice, artificialintelligence, community, genai, generative, learn, professor, teach, topic"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,73,"generative ai hub advice concerning the increase in ai-assisted writin profs. ed schiappa and nicholas montfort, comparative media studies writing mit. if you are an mit community member and have resources you’d like to share, please email us at: ai-teaching@mit.edu. the poorvu center for teaching and learning at yale states: “reflective teaching involves examining one’s underlying beliefs about teaching and learning and one’s alignment with","advice, artificialintelligence, community, generative, learn, professor, resource, teach, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,74,"states: “reflective teaching involves examining one’s underlying beliefs about teaching and learning and one’s alignment with actual classroom practice before, during, and after course is taught. when teaching reflectively, instructors think critically about their teaching and look for evidence of effective teaching.” for good overview of what llms are and how they work, see. kevin rose and cade metz, on tech: ai newsletter series: how","artificialintelligence, classroom, instructors, learn, overview, practice, teach, technology"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,75,"and how they work, see. kevin rose and cade metz, on tech: ai newsletter series: how to become an expert on a.i. new york times april 2023. additional resources on the use of generative ai in teaching learning (updated april 2025) general gai basics: technical primer mt sloan rama ramakrishnan, mit sloan (video); part of sloan technology services ai hub an mit exploration of generative","artificialintelligence, gai, generative, learn, resource, teach, technology"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,76,"ramakrishnan, mit sloan (video); part of sloan technology services ai hub an mit exploration of generative ai teaching learning lab gai blog posts open ai’s chatgpt documentation in teaching learning overview ai meets education at stanford (aimes) generative ai in teaching learning teaching hub, university of virginia osu faculty recommendations philippa hardman’s ai learning taxonomy how should ai-generated content be labeled? mit sloan there are","artificialintelligence, chatgpt, education, faculty, gai, generative, learn, open, overview, teach, technology, university"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,77,recommendations philippa hardman’s ai learning taxonomy how should ai-generated content be labeled? mit sloan there are some incredible folks writing about this on substack we recommend: marc watkins rhetorica beyond chatgpt series: reading: no one is talking about ai’s impact on reading ai’s promise to pay attention for you teaching is not problem for ai to solve ethan mollick one useful thing all of mollick’s,"artificialintelligence, chatgpt, impact, learn, problem, solve, teach, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,78,"teaching is not problem for ai to solve ethan mollick one useful thing all of mollick’s posts interesting and thought provoking ethan lillach mollick have very useful paper called: using ai to implement effective teaching strategies in classrooms: five strategies, including prompts (note that this article addresses teaching practices (rather than student work)) ethan mollick’s examples of elaborate prompts in assigning ai: ways of using","artificialintelligence, practice, problem, prompt, solve, strategy, student, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,79,(rather than student work)) ethan mollick’s examples of elaborate prompts in assigning ai: ways of using ai in class ai education josh brake the absent minded professor lance eaton ai education simplified eric hudson teaching on purpose nick potkalitsky educating ai emily pitts donahoe unmaking the grade see additional authors/substacks in the sections below openai teaching w/chatgpt handbook mit physics youtube playlist: impact of chatgpt,"artificialintelligence, chatgpt, class, education, impact, openai, professor, prompt, student, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,80,authors/substacks in the sections below openai teaching w/chatgpt handbook mit physics youtube playlist: impact of chatgpt applying the science of learning in your teaching: generative ai may help mit tll blog. acceptable gai-use: syllabus statements: ktcp syllabus statement lance eaton: crowd-sourced google doc (caveat emptor: some statements are from the dawn of gpts) derek bruff: show us your syllabus chatbot edition the best ai policies,"artificialintelligence, chatgpt, gai, generative, impact, learn, openai, policy, science, statement, syllabus, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,81,"the dawn of gpts) derek bruff: show us your syllabus chatbot edition the best ai policies i’ve seen so far daniel stanford’s substack other syllabus statements from tll writing laura roberts’ ai tool box for research writing padlet an introduction to teaching with text generation technologies tim laquintano, carly schnitzler, and annette vee. writing across the curriculum at colorado state. annette vee, ai aware teaching","artificialintelligence, policy, research, statement, syllabus, teach, technology, tool, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,82,"schnitzler, and annette vee. writing across the curriculum at colorado state. annette vee, ai aware teaching examples ai how we teach writing four rules for writing in the age of ai jane rosenzweig: writing hacks (harvard college writing center) josh brake the absent minded professor “but writing is not just about the text that you write at the end of it. writing is about the","artificialintelligence, professor, teach, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,83,"just about the text that you write at the end of it. writing is about the process that leads you to that eventual end product. it’s about iteration and failure: the cycle of drafting, critiquing, editing, and revising. it’s the same underlying truth about any worthwhile pursuit: it’s about the journey and not just the destination.” lauren goodlad and the team at critical ai jane","artificialintelligence, draft, team, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,84,the journey and not just the destination.” lauren goodlad and the team at critical ai jane rosenzweig: ai pedagogy project harvard perry share welcome to the machine: generative ai higher education: selective guide to resources (see student writing) anna mills template phrases for critiquing ai outputs leon furze series of blog posts that explore how multimodal generative ai (genai) writing tools can be applied to,"artificialintelligence, education, genai, generative, guide, project, resource, student, team, tool, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,85,"of blog posts that explore how multimodal generative ai (genai) writing tools can be applied to all stages of the writing cycle, from purpose through to publication. purpose exploration ideas skills collaboration publication cornell: how to cite chatgpt apa. assessments derek bruff, agile learning blog assignment makeovers in the ai age: reading response edition assignment makeovers in the ai age: essay edition integrating ai into","artificialintelligence, assessment, assignment, chatgpt, genai, generative, learn, tool, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,86,"ai age: reading response edition assignment makeovers in the ai age: essay edition integrating ai into assignments to support student learning uva teaching hub marc watkins, che make ai part of the assignment include an ai-assisted learning template as part of student assignments rethinking your problem sets in the world of generative ai mit tll reimagining assessments in the age of ai assessment for reform","artificialintelligence, assessment, assignment, generative, learn, problem, student, teach, world"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,87,"world of generative ai mit tll reimagining assessments in the age of ai assessment for reform in the age of artificial intelligence tesqa australia appendices b-f of cornell’s committee report: generative artificial intelligence for education and pedagogy appendix b: courses that develop writing as skill appendix c: creative courses for music, literature, and art appendix d: courses in social sciences appendix e: mathematics, physical sciences,","appendix, artificialintelligence, assessment, committee, education, generative, science, world, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,88,"for music, literature, and art appendix d: courses in social sciences appendix e: mathematics, physical sciences, and engineering appendix f: courses in programming filling in research gaps with generative ai carrick, t.h. (2023). john s. knight institute for writing in the disciplines assigning ai: seven approaches for students, with prompts mollick, ethan r. and mollick, lilach, (june 12, 2023). new modes of learning enabled by","appendix, artificialintelligence, engineer, generative, learn, prompt, research, science, student, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,89,"prompts mollick, ethan r. and mollick, lilach, (june 12, 2023). new modes of learning enabled by ai chatbots: three methods and assignments (december 13, 2022). daniel stanford. incorporating ai in teaching: practical examples for busy instructors brett becker. programming is hard or at least it used to be: educational opportunities and challenges of ai code generation ryan cordell. building (better) book) course taught at uiuc:","artificialintelligence, assignment, chatbots, educational, instructors, learn, opportunity, prompt, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,90,"opportunities and challenges of ai code generation ryan cordell. building (better) book) course taught at uiuc: lab 1: amanuenses to ai prompt engineering coursera course: prompt engineering for chatgpt ethan mollick’s examples of elaborate prompts in assigning ai: ways of using ai in class open ai’s documentation on prompt engineering biases researchers reduce bias in ai models while preserving or improving accuracy mit news, december,","accuracy, artificialintelligence, bias, chatgpt, class, engineer, news, open, opportunity, prompt, teach"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,91,"engineering biases researchers reduce bias in ai models while preserving or improving accuracy mit news, december, 2024 how harmful are ai’s biases on diverse student populations? stanford hai, october 2024 generative ai bias poses risk to democratic values, research suggests science x, february 2025 lauren leffer, humans absorb bias from ai—and keep it after they stop using the algorithm scientific american better images of ai","accuracy, artificialintelligence, bias, engineer, generative, human, news, research, risk, science, student"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,92,"from ai—and keep it after they stop using the algorithm scientific american better images of ai site to combat bias in ai generated images navigating the biases in llm generative ai: guide to responsible implementation broader implications and critical perspectives: section 6, p. 24 of perry share’s compilation humans are biased generative ai is even worse bloomberg, 2023. ai detection tools generative ai and policy","artificialintelligence, bias, generative, guide, human, policy, tool"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,93,"are biased generative ai is even worse bloomberg, 2023. ai detection tools generative ai and policy development: guidance from the mla-cccc joint task force on writing and ai april 2024. anna mills, why i’m using ai detection after all, alongside many other strategies february 2025. christopher ostro big picture look at ai detection tools teaching in higher ed podcast slides video laura dumin, ai detectors:","artificialintelligence, bias, development, generative, guidance, policy, strategy, teach, tool, write"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,94,"look at ai detection tools teaching in higher ed podcast slides video laura dumin, ai detectors: look at some arguments and where ended up february 2025. derek newton the cheat sheet ,academic honesty blogger with many posts on the use of ai detection software. university of sydney what to do about assessments if we can’t out-design or out-run ai? danny liu and adam bridgeman, 2023","academic, artificialintelligence, assessment, design, teach, tool, university"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,95,"do about assessments if we can’t out-design or out-run ai? danny liu and adam bridgeman, 2023 follow-up faq 2025 joseph thibault, agentic ai academic integrity ai detectors don’t work. here’s what to do instead mit sloan teaching learning technologies, references chi, m. t., de leeuw, n., chiu, m., lavancher, c. (1994). eliciting self-explanations improves understanding. cognitive science 18(3), 439-477. gleason, nancy (2022). chatgpt and the","academic, artificialintelligence, assessment, chatgpt, design, integrity, learn, science, teach, technology"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,96,"c. (1994). eliciting self-explanations improves understanding. cognitive science 18(3), 439-477. gleason, nancy (2022). chatgpt and the rise of ai writers: how should higher education respond? times higher education mcknight, lucinda (2022). eight ways to engage with ai writers in higher education. times higher education mollick, e., mollick, l. (2022). new modes of learning enabled by ai chatbots: three methods and assignments. social science research network","artificialintelligence, assignment, chatbots, chatgpt, education, engage, learn, research, science, writers"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,97,"new modes of learning enabled by ai chatbots: three methods and assignments. social science research network warner, j. (2022, august 31). the biggest mistake see college freshmen make. slate magazine thanks to dr. rachel remmel at the university of rochester tlc for passing along many of these resources ↩︎ mit teaching learning lab division of graduate and undergraduate education 400 main street room e19-611 cambridge,","artificialintelligence, assignment, chatbots, education, graduate, learn, research, resource, science, teach, university"
tll.mit.edu_teaching-resources_course-design_gen-ai-your-course,98,"mit teaching learning lab division of graduate and undergraduate education 400 main street room e19-611 cambridge, ma 02142 617.253.2850 tll@mit.edu sign up for our newsletter! privacy accessibility this website provides research-based resources that members of the mit community may use and/or adapt as needed in their own teaching and learning contexts. search","accessibility, adapt, community, education, graduate, learn, privacy, research, resource, teach"
uit.stanford.edu_security_responsibleai,1,responsible ai at stanford university it skip to main content university it main menu explore services view all services view services approved for high risk data want to ... use video conferencing tools get it training create web forms and surveys set up email set up two-step authentication sponsor sunet id get software connect to the network secure my mobile device view website infrastructure options,"artificialintelligence, create, data, risk, tool, training, university"
uit.stanford.edu_security_responsibleai,2,sunet id get software connect to the network secure my mobile device view website infrastructure options publish website get started with it at stanford log into ... email and calendar zoom video conferencing medicine box file storage mailing lists stanford accounts mydevices qualtrics survey tool google drive understanding single sign on view alerts get support find answers report security incident request something get help topic,"security, tool, topic"
uit.stanford.edu_security_responsibleai,3,sign on view alerts get support find answers report security incident request something get help topic menu information security about us view all iso services contact us guides data security copyright infringement file and data backup high risk data in email identity theft international travel it system administrator guidance password manager phishing awareness position papers protecting sensitive data responsible ai at stanford third party security,"artificialintelligence, data, guidance, security, system"
uit.stanford.edu_security_responsibleai,4,"password manager phishing awareness position papers protecting sensitive data responsible ai at stanford third party security requirements other stanford security resources device security compliance exception encrypt your device mobile device security view your stanford-registered devices policies policies, standards, and guidelines overview minimum security standards payment card industry (pci) risk classifications risk classifications: approved services privacy data risk assessment (dra) hipaa ferpa monitoring tools privacy information","artificialintelligence, assessment, compliance, data, guideline, hipaa, overview, policy, privacy, resource, risk, security, tool"
uit.stanford.edu_security_responsibleai,5,classifications risk classifications: approved services privacy data risk assessment (dra) hipaa ferpa monitoring tools privacy information university privacy office programs phishing awareness program bug bounty program vulnerability disclosure program cybersecurity and privacy festival security alerts cybersecurity alerts and advisories service and software sunset schedule responsible ai at stanford enabling innovation through ai best practices overview safety measures risk factors guidance tools resources and help more,"artificialintelligence, assessment, data, disclosure, guidance, hipaa, innovation, office, overview, practice, privacy, program, resource, risk, security, tool, university"
uit.stanford.edu_security_responsibleai,6,"innovation through ai best practices overview safety measures risk factors guidance tools resources and help more on genai generative artificial intelligence (ai) is built using algorithms that can generate text, images, videos, audio, and 3d models in response to prompts. popular examples of generative ai include chatgpt and google gemini. this type of ai can introduce both positive and negative impacts. ​with this guide, learn","artificialintelligence, chatgpt, genai, generative, guidance, guide, impact, innovation, learn, overview, practice, prompt, resource, risk, tool"
uit.stanford.edu_security_responsibleai,7,"gemini. this type of ai can introduce both positive and negative impacts. ​with this guide, learn how to more confidently use ai tools and models while keeping stanfords data safe. safety measures lets take look at several key ways we can increase privacy and security when using third-party ai platforms and tools. be aware critical step to using ai is to build your awareness of","artificialintelligence, data, guide, impact, learn, privacy, security, tool"
uit.stanford.edu_security_responsibleai,8,"platforms and tools. be aware critical step to using ai is to build your awareness of how the platform you are using works. importantly, any data put into third-party ai systems is transmitted and stored on external third-party servers over which stanford has no direct control. this can introduce risks of compromising these data, or even data loss. you can build awareness of how large","artificialintelligence, data, external, risk, system, tool"
uit.stanford.edu_security_responsibleai,9,"risks of compromising these data, or even data loss. you can build awareness of how large language models work and more from the new york times (free for stanford students, faculty, and staff through stanford libraries ). be careful in general, err on the side of caution when it comes to what you input with generative ai platform. consider disabling options related to saved history","artificialintelligence, data, faculty, generative, library, risk, student"
uit.stanford.edu_security_responsibleai,10,"comes to what you input with generative ai platform. consider disabling options related to saved history to prevent the information from being logged or tracked for training model purposes. avoid inputting any sensitive data, such as moderate or high risk data whether using personal or stanford account with third-party ai platform or tool that is not covered by stanford business associates agreement. review stanford approved","agreement, artificialintelligence, business, data, generative, personal, review, risk, tool, training"
